Month Name,Meter Name,Amount,Monetary Cost,Environmental Cost
10/1/2018,NG13,0,12.03,
11/1/2018,NG13,0,14.93,
12/1/2018,NG13,0,14.99,
1/1/2019,NG13,0,15.46,
2/1/2019,NG13,0,15.46,
3/1/2019,NG13,0,15.46,
4/1/2019,NG13,3.16,16.36,
5/1/2019,NG13,0,15.46,
6/1/2019,NG13,0,15.46,
7/1/2019,NG13,0,15.46,
8/1/2019,NG13,0,15.46,
9/1/2019,NG13,0,15.47,
10/1/2019,NG13,0,15.75,
11/1/2019,NG13,0,15.79,
12/1/2019,NG13,0,16.2,
1/1/2020,NG13,0,16.2,
2/1/2020,NG13,0,16.2,
3/1/2020,NG13,0,16.2,
4/1/2020,NG13,0,16.2,
5/1/2020,NG13,0,16.2,
6/1/2020,NG13,0,16.2,
7/1/2020,NG13,0,16.46,
8/1/2020,NG13,0,16.67,
9/1/2020,NG13,0,16.67,
10/1/2020,NG13,0,16.67,
11/1/2020,NG13,0,16.68,
12/1/2020,NG13,0,17.19,
1/1/2020,NG13,0,17.19,
10/1/2017,NG14,0,4.56,
10/1/2017,NG14,0,12.44,
11/1/2017,NG14,0,12.44,
12/1/2017,NG14,0,12.5,
1/1/2018,NG14,0,13.04,
2/1/2018,NG14,0,13.04,
3/1/2018,NG14,0,12.9,
4/1/2018,NG14,0,12.03,
5/1/2018,NG14,0,12.03,
6/1/2018,NG14,0,12.03,
7/1/2018,NG14,0,12.03,
8/1/2018,NG14,0,12.03,
9/1/2018,NG14,0,12.03,
10/1/2018,NG14,0,12.03,
11/1/2018,NG14,0,14.93,
12/1/2018,NG14,0,14.99,
1/1/2019,NG14,0,15.46,
2/1/2019,NG14,0,15.46,
3/1/2019,NG14,0,15.46,
4/1/2019,NG14,0,15.46,
5/1/2019,NG14,0,15.46,
6/1/2019,NG14,0,15.46,
7/1/2019,NG14,0,15.46,
8/1/2019,NG14,0,15.46,
9/1/2019,NG14,0,15.47,
10/1/2019,NG14,0,15.75,
11/1/2019,NG14,0,15.79,
12/1/2019,NG14,0,16.2,
1/1/2020,NG14,0,16.2,
2/1/2020,NG14,0,16.2,
3/1/2020,NG14,0,16.2,
4/1/2020,NG14,0,16.2,
5/1/2020,NG14,0,16.2,
6/1/2020,NG14,0,16.2,
7/1/2020,NG14,0,16.46,
8/1/2020,NG14,0,16.67,
9/1/2020,NG14,0,16.67,
10/1/2020,NG14,0,16.67,
11/1/2020,NG14,0,16.68,
12/1/2020,NG14,0,17.19,
1/1/2020,NG14,0,17.19,
3/1/2017,NG15,554.64,544.28,
4/1/2017,NG15,689.1,625.21,
5/1/2017,NG15,263.92,251.92,
6/1/2017,NG15,8.37,32.08,
7/1/2017,NG15,73.11,87.54,
8/1/2017,NG15,149.35,151.56,
9/1/2017,NG15,597.39,532.39,
10/1/2017,NG15,1292.57,1189.19,
12/1/2017,NG15,456.84,446.93,
1/1/2018,NG15,342.45,330.28,
2/1/2018,NG15,859.05,885.84,
3/1/2018,NG15,632.38,595.57,
4/1/2018,NG15,598.08,513.83,
5/1/2018,NG15,199.4,190.03,
6/1/2018,NG15,155.91,154.85,
7/1/2018,NG15,415.9,377.3,
8/1/2018,NG15,228.28,213.91,
9/1/2018,NG15,307.64,282.64,
10/1/2018,NG15,866.43,762.15,
11/1/2018,NG15,645.01,605.98,
12/1/2018,NG15,429.44,468.99,
1/1/2019,NG15,342.77,352.37,
2/1/2019,NG15,496.29,468.59,
3/1/2019,NG15,418.89,392.72,
4/1/2019,NG15,500.98,436.67,
5/1/2019,NG15,309.59,277.51,
6/1/2019,NG15,162.04,160.3,
7/1/2019,NG15,557.16,483.1,
9/1/2019,NG15,452.22,376.67,
10/1/2019,NG15,1011.86,880.52,
12/1/2019,NG15,130.55,119.05,
12/1/2019,NG15,198.82,191.16,
1/1/2020,NG15,182.78,172.28,
2/1/2020,NG15,538.36,448.36,
3/1/2020,NG15,416.09,458.03,
8/1/2020,NG15,64.72,80.29,
9/1/2020,NG15,326.16,293.32,
10/1/2020,NG15,388.89,348.08,
11/1/2020,NG15,395.54,388.53,
12/1/2020,NG15,480.3,466.64,
1/1/2021,NG15,170.73,174.65,
7/1/2009,NG16,0,0,
8/1/2009,NG16,0,0,
9/1/2009,NG16,0,0,
10/1/2009,NG16,0,0,
11/1/2009,NG16,0,0,
12/1/2009,NG16,54406,49847.96,
1/1/2010,NG16,13214.7,13949.33,
2/1/2010,NG16,25855.01,27757.32,
3/1/2010,NG16,20013.98,21100.59,
4/1/2010,NG16,23588.58,17188.03,
5/1/2010,NG16,22030.18,17116.4,
6/1/2010,NG16,21552.67,16567.38,
7/1/2010,NG16,23108.97,19353.69,
8/1/2010,NG16,21875.62,18538.2,
9/1/2010,NG16,18571.25,15031.87,
10/1/2010,NG16,22313.33,16558.96,
11/1/2010,NG16,25325.96,20666.63,
12/1/2010,NG16,26076.18,24073.26,
1/1/2011,NG16,23246.12,21942.22,
2/1/2011,NG16,21368.38,20336.69,
3/1/2011,NG16,22655.33,20320.61,
4/1/2011,NG16,25249.67,19498.27,
5/1/2011,NG16,19602.42,15434.26,
6/1/2011,NG16,20834.21,16277.1,
7/1/2011,NG16,24315.45,19077.15,
8/1/2011,NG16,25289.82,19908.47,
9/1/2011,NG16,23375.5,17066.84,
10/1/2011,NG16,24456.4,17580.14,
11/1/2011,NG16,23322.7,19460.33,
12/1/2011,NG16,26397.21,21701.5,
1/1/2012,NG16,23359.85,19144.59,
2/1/2012,NG16,21493.46,16498,
3/1/2012,NG16,25907,18704,
4/1/2012,NG16,22960.78,13165.08,
5/1/2012,NG16,23496.32,13107.89,
6/1/2012,NG16,24828.08,14961.99,
7/1/2012,NG16,22384.17,14332.8,
8/1/2012,NG16,22281.8,14831.9,
9/1/2012,NG16,27028.43,16893.61,
10/1/2012,NG16,22490.94,14991.03,
11/1/2012,NG16,23800,20043.37,
12/1/2012,NG16,26238.87,21844.82,
1/1/2013,NG16,19293.21,16175.38,
2/1/2013,NG16,21422.75,17785.48,
3/1/2013,NG16,24965.88,20890.46,
4/1/2013,NG16,19929.25,14806.31,
5/1/2013,NG16,23138.88,17597.67,
6/1/2013,NG16,22303.05,16948.93,
7/1/2013,NG16,21751.42,15509.2,
8/1/2013,NG16,23636.78,15960.31,
9/1/2013,NG16,25483.62,17483.12,
10/1/2013,NG16,22801.78,15364.99,
11/1/2013,NG16,25195.66,19958.21,
12/1/2013,NG16,24205.91,20245.27,
1/1/2014,NG16,18701.31,18007.48,
2/1/2014,NG16,21382,22456.65,
3/1/2014,NG16,28869.89,27859.12,
4/1/2014,NG16,21550.47,16884,
5/1/2014,NG16,8355.89,6785.2,
6/1/2014,NG16,0,102,
7/1/2009,NG2,475082.63,268097.19,
8/1/2009,NG2,501545.6,255595.91,
9/1/2009,NG2,490264.94,221957.56,
10/1/2009,NG2,447990.79,242869.33,
11/1/2009,NG2,359329.12,217613,
12/1/2009,NG2,492695.43,294206.3,
1/1/2010,NG2,522134,401777.4,
2/1/2010,NG2,478946.89,341098.63,
3/1/2010,NG2,439983.15,292115.78,
4/1/2010,NG2,426562,235260.45,
5/1/2010,NG2,293639.25,175302.75,
6/1/2010,NG2,455748.61,267077.66,
7/1/2010,NG2,470263.06,305442.27,
8/1/2010,NG2,463875.99,305123.91,
9/1/2010,NG2,509570.53,275179.8,
10/1/2010,NG2,329433.13,184422.82,
11/1/2010,NG2,455600.72,230547,
12/1/2010,NG2,523080.9,318732.3,
1/1/2011,NG2,420674.28,243809,
2/1/2011,NG2,473767.04,291278.56,
3/1/2011,NG2,494661.71,276606.19,
4/1/2011,NG2,426492.12,252763.83,
5/1/2011,NG2,265414.7,161165.1,
6/1/2011,NG2,479519.28,288285.4,
7/1/2011,NG2,499576.05,302658.94,
8/1/2011,NG2,475783.98,289835.15,
9/1/2011,NG2,485943.08,269878.74,
10/1/2011,NG2,459157.46,250286.61,
11/1/2011,NG2,415877.76,217774.92,
12/1/2011,NG2,489176.57,248655.95,
1/1/2012,NG2,415435,198919.38,
2/1/2012,NG2,498288,217361.98,
3/1/2012,NG2,490051.27,201819.72,
4/1/2012,NG2,449004.27,167251.02,
5/1/2012,NG2,171455.31,61057.1,
6/1/2012,NG2,498832.29,197930,
7/1/2012,NG2,532001.93,230309.97,
8/1/2012,NG2,510339.82,233385.19,
9/1/2012,NG2,519115.47,216945.1,
10/1/2012,NG2,459121.88,210381.9,
11/1/2012,NG2,504735.07,253960.55,
12/1/2012,NG2,434312.23,228492.97,
1/1/2013,NG2,392377.75,193117,
2/1/2013,NG2,517806.65,252747.96,
3/1/2013,NG2,537737.09,273780.77,
4/1/2013,NG2,487297.26,275311.2,
5/1/2013,NG2,272849.29,159217.3,
6/1/2013,NG2,312209.02,182998.37,
7/1/2013,NG2,113460.83,64601.86,
8/1/2013,NG2,143450.32,86033.82,
9/1/2013,NG2,430802.02,232665.86,
10/1/2013,NG2,405243.05,208296.84,
11/1/2013,NG2,410285.9,215507.04,
12/1/2013,NG2,433038.58,221920.77,
1/1/2014,NG2,414247.32,205650.81,
2/1/2014,NG2,347554.28,141436.52,
3/1/2014,NG2,190023.82,153454.33,
4/1/2014,NG2,225184.44,158223.05,
5/1/2014,NG2,258503.23,170038,
6/1/2014,NG2,142835.68,86174.96,
7/1/2014,NG2,249893,144412,
8/1/2014,NG2,501440,259806,
9/1/2014,NG2,482727,257522,
10/1/2014,NG2,176926,95657,
11/1/2014,NG2,455076,233972,
12/1/2014,NG2,479755,273363,
1/1/2015,NG2,492070,226325,
2/1/2015,NG2,428778,263491,
3/1/2015,NG2,490202,210955,
4/1/2015,NG2,459288,183646,
5/1/2015,NG2,330555,129959,
6/1/2015,NG2,380060,160738,
7/1/2015,NG2,6131772.7,,
8/1/2016,NG2,411567.18,163417.68,
9/1/2016,NG2,460189.49,191967.91,
10/1/2016,NG2,434679.29,186906.27,
11/1/2016,NG2,413978.53,169813.04,
12/1/2016,NG2,287658.89,131652.69,
1/1/2017,NG2,0,142.09,
2/1/2017,NG2,0,142.09,
3/1/2017,NG2,266838.64,160040.74,
4/1/2017,NG2,433188.41,195851.85,
5/1/2017,NG2,263437.38,118287.43,
6/1/2017,NG2,392944.1,182101.93,
7/1/2017,NG2,483960.38,216457.5,
8/1/2017,NG2,477804.02,208595.56,
9/1/2017,NG2,399679.21,175038.14,
10/1/2017,NG2,517713.81,225507.99,
11/1/2017,NG2,491519.55,202848.63,
12/1/2017,NG2,521347.32,232423.61,
1/1/2018,NG2,520928.86,214946.97,
2/1/2018,NG2,502442.91,253602.63,
3/1/2018,NG2,248320.63,100133.5,
3/1/2018,NG2,45783.04,18532.49,
4/1/2018,NG2,147043.78,59682,
5/1/2018,NG2,246583.07,103257.92,
6/1/2018,NG2,360620.91,152893.1,
7/1/2018,NG2,517281.11,225427.67,
8/1/2018,NG2,544301.96,227542.68,
9/1/2018,NG2,342926.53,145972.47,
10/1/2018,NG2,0,139.87,
11/1/2018,NG2,418742.77,186876.85,
12/1/2018,NG2,534406.95,322853.33,
1/1/2019,NG2,498671.5,256501.09,
2/1/2019,NG2,507746.48,224148.99,
3/1/2019,NG2,554882.46,236483.51,
4/1/2019,NG2,481426.37,199283.27,
5/1/2019,NG2,267425.71,106761.64,
6/1/2019,NG2,493453.12,201387.08,
7/1/2019,NG2,484323.04,179363.38,
8/1/2019,NG2,576640.46,204738.71,
9/1/2019,NG2,564714.32,208186.15,
10/1/2019,NG2,401612.44,156418.87,
11/1/2019,NG2,338288.86,137588.04,
12/1/2019,NG2,123386.62,48905.02,
1/1/2020,NG2,32999.63,12074.59,
2/1/2020,NG2,302576.48,109934.28,
2/1/2020,NG2,567530.85,191389.1,
3/1/2020,NG2,571544.13,189.28,
4/1/2020,NG2,145928.89,45670.82,
5/1/2020,NG2,0,171.5,
6/1/2020,NG2,0,171.5,
7/1/2020,NG2,0,173.21,
8/1/2020,NG2,0,174.83,
9/1/2020,NG2,195766.32,79289.09,
10/1/2020,NG2,345243.28,122605,
11/1/2020,NG2,406323.35,181366.6,
12/1/2020,NG2,361984.2,158584.43,
1/1/2021,NG2,384892.98,151759.6,
7/1/2009,NG3,0,0,
8/1/2009,NG3,0,0,
9/1/2009,NG3,0,0,
10/1/2009,NG3,17198.94,14576.66,
11/1/2009,NG3,4155.42,4508.84,
12/1/2009,NG3,1550,1731.03,
1/1/2010,NG3,13590.47,17099.17,
2/1/2010,NG3,9587.77,10121,
3/1/2010,NG3,4057.31,4551.77,
4/1/2010,NG3,3022.18,2304.87,
5/1/2010,NG3,3912.88,3140.84,
6/1/2010,NG3,5060.24,3979.95,
7/1/2010,NG3,7048.45,5997.86,
8/1/2010,NG3,6565.07,5662.6,
9/1/2010,NG3,7807.07,5721.57,
10/1/2010,NG3,3851.1,2975.12,
11/1/2010,NG3,3564.46,3329.88,
12/1/2010,NG3,8410,7905.46,
1/1/2011,NG3,8265.84,7999.83,
2/1/2011,NG3,7242.43,7094.72,
3/1/2011,NG3,4917.19,4894.37,
4/1/2011,NG3,3777.38,3037.43,
5/1/2011,NG3,4348.26,3533.89,
6/1/2011,NG3,6400.03,5098.26,
7/1/2011,NG3,9624.61,7637.38,
8/1/2011,NG3,6344.18,5102.73,
9/1/2011,NG3,7524.39,5591.91,
10/1/2011,NG3,4047.74,3030.54,
11/1/2011,NG3,3124.41,3395.27,
12/1/2011,NG3,4225.96,4157.88,
1/1/2012,NG3,7197.32,5931.89,
2/1/2012,NG3,6097.47,4543.6,
3/1/2012,NG3,2510,2191.16,
4/1/2012,NG3,3798.43,2298.79,
5/1/2012,NG3,4721.01,2749.48,
6/1/2012,NG3,7637.48,4702.85,
7/1/2012,NG3,16309,10473.45,
8/1/2012,NG3,50323.44,32567.79,
9/1/2012,NG3,34990.43,21325.43,
10/1/2012,NG3,45918.78,29819.87,
11/1/2012,NG3,14955.16,10773.03,
12/1/2012,NG3,79079.75,55434.45,
1/1/2013,NG3,166119.55,108503.86,
2/1/2013,NG3,84230.55,55842.4,
3/1/2013,NG3,46463.34,31592.69,
4/1/2013,NG3,8897.35,6856.87,
5/1/2013,NG3,26005.19,19522.43,
6/1/2013,NG3,120392,88780.91,
7/1/2013,NG3,120585.06,82991.35,
8/1/2013,NG3,161677.48,104854.62,
9/1/2013,NG3,167524.88,110645.88,
10/1/2013,NG3,95543.66,62030.62,
11/1/2013,NG3,90444.96,58206.98,
12/1/2013,NG3,135330.35,91513.95,
1/1/2014,NG3,125583.33,96351.61,
2/1/2014,NG3,150136.45,133376.91,
3/1/2014,NG3,96244.73,78392.78,
4/1/2014,NG3,119610.32,90612.3,
5/1/2014,NG3,104511.09,81611,
6/1/2014,NG3,118867.35,89627.5,
7/1/2014,NG3,6756,5195,
8/1/2014,NG3,6446,4647,
9/1/2014,NG3,374,371,
10/1/2014,NG3,7740,5586,
11/1/2014,NG3,5049,4645,
12/1/2014,NG3,5576,5351,
1/1/2015,NG3,8074,6554,
2/1/2015,NG3,10316,8113,
3/1/2015,NG3,5687,4848,
4/1/2015,NG3,2895,1710,
5/1/2015,NG3,4509,2581,
6/1/2015,NG3,5522,3239,
7/1/2015,NG3,109739.2,,
12/1/2016,NG3,6459.48,5274.21,
1/1/2017,NG3,5677,5154.56,
2/1/2017,NG3,5432.94,4479.16,
3/1/2017,NG3,5760.7,4302.97,
4/1/2017,NG3,3333.1,2260.57,
5/1/2017,NG3,3332.1,2224.25,
6/1/2017,NG3,6159.16,4103.03,
7/1/2017,NG3,7432.88,4809.02,
8/1/2017,NG3,6273.62,4015.86,
9/1/2017,NG3,6799.98,4344.1,
10/1/2017,NG3,3662.43,2382.45,
11/1/2017,NG3,3962.03,3292.43,
12/1/2017,NG3,7663.8,6041.13,
1/1/2018,NG3,7088.48,5517.54,
2/1/2018,NG3,5949.21,5203.33,
3/1/2018,NG3,5529.6,4405.83,
4/1/2018,NG3,3890.12,2432.76,
5/1/2018,NG3,5262.96,3323.48,
6/1/2018,NG3,5863.02,3728.12,
7/1/2018,NG3,7187.07,4621.2,
8/1/2018,NG3,7245.44,4529.89,
9/1/2018,NG3,6829.91,4335.77,
10/1/2018,NG3,3870.66,2548.53,
11/1/2018,NG3,4665.6,4036.1,
12/1/2018,NG3,4798.23,4675.5,
1/1/2019,NG3,7138.42,5915.42,
2/1/2019,NG3,7385.51,5646.65,
3/1/2019,NG3,4698.27,3912.19,
4/1/2019,NG3,2990.1,1889.79,
5/1/2019,NG3,3975.29,2414.82,
6/1/2019,NG3,5515.51,3317.92,
7/1/2019,NG3,7349.52,4094.04,
8/1/2019,NG3,10915.76,5849.1,
9/1/2019,NG3,10562.9,5841.27,
10/1/2019,NG3,3756.65,2242.38,
11/1/2019,NG3,5146.95,4087.17,
12/1/2019,NG3,5682,4340.63,
1/1/2020,NG3,5229.17,3924.04,
2/1/2020,NG3,6185.42,4049.9,
3/1/2020,NG3,3059.13,2480.55,
4/1/2020,NG3,2223.82,1207.77,
5/1/2020,NG3,2438.39,1338.88,
6/1/2020,NG3,5507.33,2777.09,
7/1/2020,NG3,7887.51,3702.51,
8/1/2020,NG3,7940.06,4059.69,
9/1/2020,NG3,5304.34,3156.59,
10/1/2020,NG3,1321.38,834.52,
11/1/2020,NG3,4136.45,3488.53,
12/1/2020,NG3,6510.75,4923.47,
1/1/2020,NG3,5966.1,4342.67,
12/1/2016,NG4,634.12,592.79,
1/1/2017,NG4,2454.65,2584.73,
2/1/2017,NG4,955.78,924.48,
3/1/2017,NG4,3916.1,3625.84,
4/1/2017,NG4,1955.95,1716.69,
5/1/2017,NG4,1099.84,958.94,
6/1/2017,NG4,62.78,67.3,
7/1/2017,NG4,1273.1,1105.45,
8/1/2017,NG4,36.55,43.42,
9/1/2017,NG4,2390.6,2043.66,
10/1/2017,NG4,1613.56,1379.4,
11/1/2017,NG4,1599.91,1421.32,
12/1/2017,NG4,1191.75,1061.97,
1/1/2018,NG4,3028.47,2794.82,
2/1/2018,NG4,1356.39,1299.64,
3/1/2018,NG4,2299.7,1934.3,
6/1/2018,NG4,273.11,241.12,
7/1/2018,NG4,452.38,396.27,
8/1/2018,NG4,855.78,723.78,
9/1/2018,NG4,1497.41,1270.18,
10/1/2018,NG4,1683.67,1446.29,
11/1/2018,NG4,1553.46,1388.18,
12/1/2018,NG4,1077.8,1107.08,
1/1/2019,NG4,2498.29,2318.57,
3/1/2019,NG4,1309.29,1155.12,
4/1/2019,NG4,754.63,626.66,
5/1/2019,NG4,2278.34,1828.75,
6/1/2019,NG4,502.83,417.69,
7/1/2019,NG4,660.45,518.4,
8/1/2019,NG4,751.23,576.05,
9/1/2019,NG4,1944.64,1499.43,
10/1/2019,NG4,1843.34,1550.03,
11/1/2019,NG4,1739.3,1480.74,
12/1/2019,NG4,1079.89,886.7,
1/1/2020,NG4,697.5,552.65,
2/1/2020,NG4,1978.2,1548.26,
3/1/2020,NG4,854.25,637.98,
4/1/2020,NG4,194.33,153.86,
5/1/2020,NG4,221.01,175.32,
6/1/2020,NG4,195.87,154.91,
7/1/2020,NG4,195.49,149.76,
8/1/2020,NG4,221.2,176.94,
9/1/2020,NG4,198.63,175.33,
10/1/2020,NG4,202.81,168.66,
11/1/2020,NG4,216.61,199.06,
12/1/2020,NG4,185.21,173.53,
1/1/2020,NG4,1026.47,909.5,
12/1/2016,NG5,139.36,152.12,
2/1/2017,NG5,233.43,236.31,
3/1/2017,NG5,184.88,174.63,
4/1/2017,NG5,180.68,169.81,
5/1/2017,NG5,97.79,96.56,
6/1/2017,NG5,25.11,34.35,
7/1/2017,NG5,28.2,36.6,
8/1/2017,NG5,36.55,43.42,
9/1/2017,NG5,180.68,165.95,
10/1/2017,NG5,167.43,154.28,
11/1/2017,NG5,177.19,172.71,
12/1/2017,NG5,134.86,136.07,
1/1/2018,NG5,80.89,82.84,
2/1/2018,NG5,212.4,223.86,
3/1/2018,NG5,138.66,135.38,
4/1/2018,NG5,173.87,154.22,
5/1/2018,NG5,82.91,81.03,
6/1/2018,NG5,19.88,28.71,
7/1/2018,NG5,19.81,28.83,
8/1/2018,NG5,38.57,44.1,
9/1/2018,NG5,183.12,165.86,
10/1/2018,NG5,176.84,162.68,
11/1/2018,NG5,176.67,173.93,
12/1/2018,NG5,109.98,127.97,
1/1/2019,NG5,46.27,57.59,
2/1/2019,NG5,203.99,201.16,
3/1/2019,NG5,133.67,133.25,
4/1/2019,NG5,156.82,142.47,
5/1/2019,NG5,103.9,98.18,
6/1/2019,NG5,20.91,32.16,
7/1/2019,NG5,20.87,31.34,
8/1/2019,NG5,34.43,41.15,
9/1/2019,NG5,162.92,139.8,
10/1/2019,NG5,151.44,143.57,
11/1/2019,NG5,178.42,170.15,
12/1/2019,NG5,107.78,106.65,
1/1/2020,NG5,51.47,55.79,
2/1/2020,NG5,203.59,177.84,
3/1/2020,NG5,83.96,79.52,
4/1/2020,NG5,34.67,40.77,
5/1/2020,NG5,30.38,38.06,
6/1/2020,NG5,49.23,51.04,
7/1/2020,NG5,96.18,82.04,
8/1/2020,NG5,93.9,84.71,
9/1/2020,NG5,26.14,37.54,
10/1/2020,NG5,29.27,38.6,
11/1/2020,NG5,34.53,45.75,
12/1/2020,NG5,43.95,54.29,
1/1/2020,NG5,68.08,71.79,
12/1/2016,NG6,686.33,695.83,
1/1/2017,NG6,1975.98,2119.02,
2/1/2017,NG6,929.2,944.06,
3/1/2017,NG6,1409.1,1329.47,
4/1/2017,NG6,229.66,212.51,
5/1/2017,NG6,158.99,149.22,
6/1/2017,NG6,0,12.39,
7/1/2017,NG6,6.4,17.88,
8/1/2017,NG6,4.27,16.01,
9/1/2017,NG6,16.01,26.04,
10/1/2017,NG6,119.73,113.87,
11/1/2017,NG6,618.04,597.71,
12/1/2017,NG6,2083.7,2051.96,
1/1/2018,NG6,1836.23,1761.48,
2/1/2018,NG6,1171.98,1218.74,
3/1/2018,NG6,939.04,892.41,
4/1/2018,NG6,397,337.15,
5/1/2018,NG6,130.8,120.91,
6/1/2018,NG6,4.28,15.63,
7/1/2018,NG6,29.82,37.36,
8/1/2018,NG6,54.42,69.59,
10/1/2018,NG6,337.82,299.81,
11/1/2018,NG6,930.24,892.67,
12/1/2018,NG6,1105.4,1224.63,
1/1/2019,NG6,1837.99,1896.68,
2/1/2019,NG6,972.17,935.63,
3/1/2019,NG6,765.58,728.59,
4/1/2019,NG6,273.12,236.66,
5/1/2019,NG6,149.03,134.17,
6/1/2019,NG6,9.61,23.13,
7/1/2019,NG6,5.33,19.51,
8/1/2019,NG6,3.2,17.86,
9/1/2019,NG6,11.74,24.46,
10/1/2019,NG6,338.23,312.73,
11/1/2019,NG6,289.94,275.99,
12/1/2019,NG6,624.33,572.45,
1/1/2020,NG6,589.18,521.43,
2/1/2020,NG6,454.59,389.86,
3/1/2020,NG6,293.77,256.81,
4/1/2020,NG6,144.88,131.8,
5/1/2020,NG6,80.26,80.82,
6/1/2020,NG6,2.14,17.7,
7/1/2020,NG6,25.63,34.08,
8/1/2020,NG6,1.07,17.52,
9/1/2020,NG6,74.76,76.23,
10/1/2020,NG6,106.8,104.21,
11/1/2020,NG6,290.78,285.48,
12/1/2020,NG6,664.95,629.42,
1/1/2021,NG6,550.02,503.5,
12/1/2016,NG7,7.33,18.68,
1/1/2017,NG7,6.3,18.33,
2/1/2017,NG7,8.41,19.88,
3/1/2017,NG7,1.05,13.31,
4/1/2017,NG7,95.59,95.66,
5/1/2017,NG7,2.1,14.22,
6/1/2017,NG7,0,12.39,
7/1/2017,NG7,9.4,20.46,
8/1/2017,NG7,1.04,13.28,
9/1/2017,NG7,1.04,13.33,
10/1/2017,NG7,2.09,14.21,
11/1/2017,NG7,0,12.44,
12/1/2017,NG7,1.05,13.38,
1/1/2018,NG7,4.2,16.81,
2/1/2018,NG7,52.57,66.81,
3/1/2018,NG7,5.25,17.5,
4/1/2018,NG7,10.47,20.63,
5/1/2018,NG7,2.1,13.78,
6/1/2018,NG7,55.46,58.55,
7/1/2018,NG7,8.34,19.11,
8/1/2018,NG7,20.85,29.37,
9/1/2018,NG7,92.08,89.42,
10/1/2018,NG7,19.88,28.97,
11/1/2018,NG7,2.09,16.83,
12/1/2018,NG7,1.05,15.95,
1/1/2019,NG7,4.21,19.22,
2/1/2019,NG7,9.46,23.37,
3/1/2019,NG7,13.68,26.7,
4/1/2019,NG7,3.16,18.01,
5/1/2019,NG7,2.1,17.13,
6/1/2019,NG7,21.95,32.96,
7/1/2019,NG7,18.78,29.75,
8/1/2019,NG7,2.09,59.9,
12/1/2019,NG7,0,5.82,
12/1/2019,NG7,1.05,17,
1/1/2020,NG7,5.25,20.19,
2/1/2020,NG7,17.84,29.94,
3/1/2020,NG7,13.64,26.49,
4/1/2020,NG7,9.45,22.92,
5/1/2020,NG7,2.1,17.71,
6/1/2020,NG7,8.38,22.13,
7/1/2020,NG7,12.55,25.1,
8/1/2020,NG7,8.35,22.77,
9/1/2020,NG7,7.32,22.46,
10/1/2020,NG7,6.27,21.36,
11/1/2020,NG7,0,16.7,
12/1/2020,NG7,1.05,17.5,
1/1/2021,NG7,5.24,21.42,
12/1/2016,NG8,1737.04,1701.57,
1/1/2017,NG8,2494.53,2505.26,
2/1/2017,NG8,2192.31,2110.48,
3/1/2017,NG8,2683.92,2306.53,
4/1/2017,NG8,1069.36,801.09,
5/1/2017,NG8,964.2,722.81,
6/1/2017,NG8,758.65,602.14,
7/1/2017,NG8,960.83,718.68,
8/1/2017,NG8,1070.49,777.84,
9/1/2017,NG8,1196.86,856.51,
10/1/2017,NG8,1196.04,853.16,
11/1/2017,NG8,1960.57,1788.04,
12/1/2017,NG8,3492.67,3064.33,
1/1/2018,NG8,3151.37,2740.08,
2/1/2018,NG8,2385.78,2362.38,
3/1/2018,NG8,2047.34,1909.54,
4/1/2018,NG8,1299.85,885.32,
5/1/2018,NG8,964.44,697.79,
6/1/2018,NG8,885.26,655.02,
7/1/2018,NG8,872.46,656.27,
8/1/2018,NG8,986.07,710.42,
9/1/2018,NG8,1406.37,978.92,
10/1/2018,NG8,1523.57,1069.12,
11/1/2018,NG8,2613.49,2376,
12/1/2018,NG8,2697.11,2784.02,
1/1/2019,NG8,3178.59,2948.74,
2/1/2019,NG8,3205.93,2756.03,
3/1/2019,NG8,2235.47,2030.96,
4/1/2019,NG8,1360.86,932.98,
5/1/2019,NG8,1186.92,814.69,
6/1/2019,NG8,905.31,656.71,
7/1/2019,NG8,842,587.98,
8/1/2019,NG8,857.65,583.29,
9/1/2019,NG8,1220.89,793.55,
10/1/2019,NG8,1261.61,875.37,
11/1/2019,NG8,2222.38,1954.92,
12/1/2019,NG8,2560.56,2160.46,
1/1/2020,NG8,2266.88,1911.15,
2/1/2020,NG8,2254.21,1726.46,
3/1/2020,NG8,1642.38,1365.9,
4/1/2020,NG8,1456.98,889.93,
5/1/2020,NG8,1636.07,1000.65,
6/1/2020,NG8,1108.17,674,
7/1/2020,NG8,760,490.03,
8/1/2020,NG8,1156.06,720.21,
9/1/2020,NG8,1593.18,1053.81,
10/1/2020,NG8,1925.62,1216.97,
11/1/2020,NG8,2182.81,1906.21,
12/1/2020,NG8,3110.97,2553.12,
1/1/2020,NG8,2946.39,2295.58,
12/1/2016,NG8,1737.04,1701.57,
1/1/2017,NG8,2494.53,2505.26,
2/1/2017,NG8,2192.31,2110.48,
3/1/2017,NG8,2683.92,2306.53,
4/1/2017,NG8,1069.36,801.09,
5/1/2017,NG8,964.2,722.81,
6/1/2017,NG8,758.65,602.14,
7/1/2017,NG8,960.83,718.68,
8/1/2017,NG8,1070.49,777.84,
9/1/2017,NG8,1196.86,856.51,
10/1/2017,NG8,1196.04,853.16,
11/1/2017,NG8,1960.57,1788.04,
12/1/2017,NG8,3492.67,3064.33,
1/1/2018,NG8,3151.37,2740.08,
